scenario_id,target_actor_id,top1_probability,top1_mode,top1_min_distance,worst_case_min_distance,ground_truth_min_distance,multimodal_gap,prediction_gt_gap,top1_near_miss,multimodal_worst_case_near_miss,ground_truth_near_miss,top1_collision,multimodal_worst_case_collision,ground_truth_collision,artifact_path
001749f1-bc1c-47fb-a13f-9ab1f2c050a8,7361,0.2648962438106537,1,3.3171304893715607,0.4480973718285185,3.40640844842747,2.8690331175430424,-2.9583110765989518,False,True,False,False,True,False,results/qcnet_batch/artifacts/001749f1-bc1c-47fb-a13f-9ab1f2c050a8.npz
0058ed53-93bf-42a7-9bba-6df3f6ce20f5,101932,0.2944721281528473,1,8.172944143023669,0.6458897924868424,9.283274718718223,7.527054350536826,-8.63738492623138,False,True,False,False,True,False,results/qcnet_batch/artifacts/0058ed53-93bf-42a7-9bba-6df3f6ce20f5.npz
00351569-255c-433e-b97b-e2a844d1b6e0,114092,0.30624786019325256,3,2.5966607566909525,2.044696974023287,2.1616658873276005,0.5519637826676655,-0.11696891330431347,True,True,True,False,False,False,results/qcnet_batch/artifacts/00351569-255c-433e-b97b-e2a844d1b6e0.npz
005f3e26-75cb-43a5-b61a-89343d490fdf,110833,0.224606454372406,4,3.0355593500800175,3.0032057038279225,3.6055977293028985,0.032353646252095025,-0.602392025474976,False,False,False,False,False,False,results/qcnet_batch/artifacts/005f3e26-75cb-43a5-b61a-89343d490fdf.npz
0091bad9-e7b2-4c07-aa12-6b5fd03c63d2,68319,0.912132203578949,4,3.181133475470925,3.136026826911071,3.2283208610386613,0.04510664855985391,-0.09229403412759041,False,False,False,False,False,False,results/qcnet_batch/artifacts/0091bad9-e7b2-4c07-aa12-6b5fd03c63d2.npz
00170a57-eb8a-4947-8b7d-7b12af7af2db,157474,0.5317710638046265,1,3.4270362425625023,3.2614177633511874,3.362151129964027,0.1656184792113149,-0.1007333666128396,False,False,False,False,False,False,results/qcnet_batch/artifacts/00170a57-eb8a-4947-8b7d-7b12af7af2db.npz
00195499-be19-4cfb-867a-f6a78c43f51c,52958,0.22941574454307556,2,3.403850935477123,3.33868327363696,3.694961345674319,0.06516766184016332,-0.3562780720373593,False,False,False,False,False,False,results/qcnet_batch/artifacts/00195499-be19-4cfb-867a-f6a78c43f51c.npz
0051a8c9-e50e-4cde-b003-1a103de0fdb1,51752,0.2733490467071533,4,4.165421062093338,4.027109200338117,4.296756375149213,0.1383118617552208,-0.26964717481109624,False,False,False,False,False,False,results/qcnet_batch/artifacts/0051a8c9-e50e-4cde-b003-1a103de0fdb1.npz
002ba35d-be70-4ce4-b15a-01a28e0ae801,124980,0.3686293363571167,4,4.480138749287612,4.1865123690126715,4.360785072703967,0.29362638027494015,-0.17427270369129566,False,False,False,False,False,False,results/qcnet_batch/artifacts/002ba35d-be70-4ce4-b15a-01a28e0ae801.npz
007e6152-fb08-4a1b-be8c-d60e4d8635ce,12856,0.6393929719924927,0,5.237291377653658,5.237291377653658,5.205781105859733,0.0,0.03151027179392418,False,False,False,False,False,False,results/qcnet_batch/artifacts/007e6152-fb08-4a1b-be8c-d60e4d8635ce.npz
001f9701-34f9-4811-bcbb-8cf1a412fb0e,111399,0.23581133782863617,4,7.187305577385192,5.885145777436397,6.677872054417642,1.3021597999487957,-0.7927262769812451,False,False,False,False,False,False,results/qcnet_batch/artifacts/001f9701-34f9-4811-bcbb-8cf1a412fb0e.npz
00422cc5-b120-49db-982f-fc0c1e1eaf8d,28930,0.36858174204826355,2,14.498690375429021,6.314420436275411,13.831570524715536,8.18426993915361,-7.517150088440125,False,False,False,False,False,False,results/qcnet_batch/artifacts/00422cc5-b120-49db-982f-fc0c1e1eaf8d.npz
0067cf62-4775-425e-8edc-28fd8622b920,4529,0.25897130370140076,5,6.984217976932128,6.984217976932128,6.459581391940928,0.0,0.5246365849912005,False,False,False,False,False,False,results/qcnet_batch/artifacts/0067cf62-4775-425e-8edc-28fd8622b920.npz
00868013-e5b7-4b75-b30c-045bb4244627,88865,0.6063652634620667,5,17.932914260691202,7.594837978115279,14.620286785240507,10.338076282575923,-7.025448807125229,False,False,False,False,False,False,results/qcnet_batch/artifacts/00868013-e5b7-4b75-b30c-045bb4244627.npz
004153a3-9385-4f91-b702-76d58a222bdb,22911,0.43575596809387207,2,7.895550763703994,7.893215925863586,7.881479521344808,0.0023348378404079995,0.011736404518778443,False,False,False,False,False,False,results/qcnet_batch/artifacts/004153a3-9385-4f91-b702-76d58a222bdb.npz
005b26cb-7ddc-4e9e-b2d1-55c49f1c6e85,23924,0.5047187209129333,2,10.499974863839716,8.131244347003728,11.941688065078226,2.3687305168359885,-3.8104437180744988,False,False,False,False,False,False,results/qcnet_batch/artifacts/005b26cb-7ddc-4e9e-b2d1-55c49f1c6e85.npz
008eacb9-eef8-4781-96e4-7446926a2fea,9548,0.27781376242637634,4,9.788304017077719,8.261699256693612,9.878926495666695,1.5266047603841066,-1.6172272389730828,False,False,False,False,False,False,results/qcnet_batch/artifacts/008eacb9-eef8-4781-96e4-7446926a2fea.npz
00190202-a988-4f35-96b5-876869b4e0a3,147327,0.462843656539917,0,8.306246590573851,8.306246590573851,8.33376100675116,0.0,-0.027514416177309542,False,False,False,False,False,False,results/qcnet_batch/artifacts/00190202-a988-4f35-96b5-876869b4e0a3.npz
003a8853-461a-4fa4-9a04-be07aae9b70c,128283,0.8518549799919128,0,29.60770350848921,8.80534118351453,15.759848257962243,20.80236232497468,-6.954507074447713,False,False,False,False,False,False,results/qcnet_batch/artifacts/003a8853-461a-4fa4-9a04-be07aae9b70c.npz
0028b424-9a0a-4b3e-a59e-0fc183c02095,29677,0.31649336218833923,2,12.988121116626221,8.843458625792218,13.824410365259626,4.144662490834003,-4.980951739467407,False,False,False,False,False,False,results/qcnet_batch/artifacts/0028b424-9a0a-4b3e-a59e-0fc183c02095.npz
0015197d-b916-43b6-bcaa-8a7d90d7b87d,26943,0.6045697927474976,2,11.836075886501218,8.937446739339855,15.367578208782547,2.8986291471613637,-6.430131469442692,False,False,False,False,False,False,results/qcnet_batch/artifacts/0015197d-b916-43b6-bcaa-8a7d90d7b87d.npz
00430751-d928-472b-9944-ea55b2fb8d89,150679,0.382803738117218,0,9.015787666116085,9.01460005092518,9.02906307303107,0.0011876151909042676,-0.014463022105889678,False,False,False,False,False,False,results/qcnet_batch/artifacts/00430751-d928-472b-9944-ea55b2fb8d89.npz
008415aa-6a7d-4c51-9b82-f29bc76f7f28,4947,0.38244274258613586,4,9.483473419122436,9.170445774375414,9.490923435516905,0.31302764474702194,-0.32047766114149034,False,False,False,False,False,False,results/qcnet_batch/artifacts/008415aa-6a7d-4c51-9b82-f29bc76f7f28.npz
0007df76-c9a2-47aa-83bf-3b2b414109c9,79739,0.28180310130119324,4,9.466077683197788,9.465920961451571,9.467472996304922,0.00015672174621705892,-0.0015520348533506478,False,False,False,False,False,False,results/qcnet_batch/artifacts/0007df76-c9a2-47aa-83bf-3b2b414109c9.npz
009cf3d3-fd2c-4361-b926-eca40c138446,29409,0.4554555118083954,5,10.051298217281378,9.940393552207725,10.086043225783184,0.11090466507365271,-0.1456496735754591,False,False,False,False,False,False,results/qcnet_batch/artifacts/009cf3d3-fd2c-4361-b926-eca40c138446.npz
007408b9-948f-42c9-aed4-a03339f3aa4f,14263,0.39127302169799805,2,10.692953293984907,10.246195066578643,10.89523258735195,0.4467582274062636,-0.649037520773307,False,False,False,False,False,False,results/qcnet_batch/artifacts/007408b9-948f-42c9-aed4-a03339f3aa4f.npz
008e9697-bbd5-46fa-a2df-bcda736bab18,141607,0.35425588488578796,2,13.894493622041189,10.563514708698465,13.312086799638484,3.330978913342724,-2.7485720909400193,False,False,False,False,False,False,results/qcnet_batch/artifacts/008e9697-bbd5-46fa-a2df-bcda736bab18.npz
00062a32-8d6d-4449-9948-6fedac67bfcd,21361,0.37551575899124146,3,10.971450247782645,10.96309097463087,11.417657629336146,0.008359273151775426,-0.45456665470527646,False,False,False,False,False,False,results/qcnet_batch/artifacts/00062a32-8d6d-4449-9948-6fedac67bfcd.npz
00629110-b592-4d2a-8524-b5f2e9661048,58567,0.5194917321205139,2,12.685496100147173,10.98485519165387,12.688814816832249,1.7006409084933036,-1.7039596251783795,False,False,False,False,False,False,results/qcnet_batch/artifacts/00629110-b592-4d2a-8524-b5f2e9661048.npz
001d7c9e-4f80-4d1d-9ad9-5b6432c4fb36,6857,0.3797360956668854,1,14.210587093506392,11.000884315859116,12.416532912856697,3.2097027776472764,-1.4156485969975812,False,False,False,False,False,False,results/qcnet_batch/artifacts/001d7c9e-4f80-4d1d-9ad9-5b6432c4fb36.npz
00226ff5-0ee6-43b7-8568-ffd0f357db91,25627,0.2784162163734436,0,14.900661943185344,12.999660908158587,12.990370059018108,1.9010010350267574,0.00929084914047884,False,False,False,False,False,False,results/qcnet_batch/artifacts/00226ff5-0ee6-43b7-8568-ffd0f357db91.npz
0092658a-5705-4a48-9de0-195b430c03f8,57383,0.3647352457046509,3,18.639528494594042,14.736428044449971,18.744709619581194,3.9031004501440716,-4.008281575131223,False,False,False,False,False,False,results/qcnet_batch/artifacts/0092658a-5705-4a48-9de0-195b430c03f8.npz
0006ca28-fcbb-4ae2-9d9e-951fa3b41c1c,62021,0.4142098128795624,2,20.606983121211297,15.606284541075418,20.724609311727292,5.000698580135879,-5.118324770651874,False,False,False,False,False,False,results/qcnet_batch/artifacts/0006ca28-fcbb-4ae2-9d9e-951fa3b41c1c.npz
0085e780-a3b2-4432-a64f-56e7b3394432,175315,0.3086930513381958,3,16.762553366491492,15.81819793886327,16.769112717483672,0.9443554276282224,-0.9509147786204029,False,False,False,False,False,False,results/qcnet_batch/artifacts/0085e780-a3b2-4432-a64f-56e7b3394432.npz
001ce108-22b2-4e40-bcf3-40d22732a8c3,192411,0.28580203652381897,3,18.396278705008168,16.778166389947156,18.237195114766635,1.618112315061012,-1.459028724819479,False,False,False,False,False,False,results/qcnet_batch/artifacts/001ce108-22b2-4e40-bcf3-40d22732a8c3.npz
00010486-9a07-48ae-b493-cf4545855937,77544,0.3731023967266083,4,17.12910776585952,17.126779253743834,17.137973409870547,0.0023285121156852995,-0.01119415612671304,False,False,False,False,False,False,results/qcnet_batch/artifacts/00010486-9a07-48ae-b493-cf4545855937.npz
00404e6d-ff66-460e-8f22-bc61fc9f7f9d,93160,0.4512213468551636,0,17.93692871838836,17.93345918897808,17.932088347948092,0.003469529410278227,0.0013708410299884122,False,False,False,False,False,False,results/qcnet_batch/artifacts/00404e6d-ff66-460e-8f22-bc61fc9f7f9d.npz
00546066-20ea-4012-854a-fcdb47973b92,115299,0.23257598280906677,4,23.441563069703083,21.305833646511417,21.860525189925028,2.135729423191666,-0.554691543413611,False,False,False,False,False,False,results/qcnet_batch/artifacts/00546066-20ea-4012-854a-fcdb47973b92.npz
0036b8de-9be1-4861-adcf-34671484a3c3,42935,0.5270273089408875,4,38.00933910903077,21.394657810931033,47.26503240607924,16.614681298099736,-25.87037459514821,False,False,False,False,False,False,results/qcnet_batch/artifacts/0036b8de-9be1-4861-adcf-34671484a3c3.npz
00450480-0bcd-46b9-a48b-5337d8c9d0a3,281880,0.29618051648139954,4,22.46708486306602,22.430292692775993,22.398474141088613,0.03679217029002757,0.03181855168737968,False,False,False,False,False,False,results/qcnet_batch/artifacts/00450480-0bcd-46b9-a48b-5337d8c9d0a3.npz
0044b5c0-f492-43b3-ae9c-daa8ff1c9584,152834,0.397735595703125,3,23.54343162449964,23.540380968302372,23.55417334151993,0.0030506561972671875,-0.013792373217558662,False,False,False,False,False,False,results/qcnet_batch/artifacts/0044b5c0-f492-43b3-ae9c-daa8ff1c9584.npz
00976f6f-59fa-4fad-ba0b-828cce074d97,32730,0.22071699798107147,1,28.450822853330102,26.768159159575504,28.450294786452908,1.6826636937545985,-1.682135626877404,False,False,False,False,False,False,results/qcnet_batch/artifacts/00976f6f-59fa-4fad-ba0b-828cce074d97.npz
0046bad9-f29c-4365-bfba-a087a1075667,6335,0.41430768370628357,1,41.494288155573344,28.895839083454867,42.20988317031074,12.598449072118477,-13.314044086855873,False,False,False,False,False,False,results/qcnet_batch/artifacts/0046bad9-f29c-4365-bfba-a087a1075667.npz
003363ad-fa78-45f9-a8d7-716f4ea6d586,28412,0.2422548234462738,2,31.213937605182966,29.567326054003743,31.21388845613369,1.6466115511792232,-1.6465624021299483,False,False,False,False,False,False,results/qcnet_batch/artifacts/003363ad-fa78-45f9-a8d7-716f4ea6d586.npz
0066f16d-cee1-44db-aa9d-aca38e9761f4,110567,0.3866744339466095,2,35.06215827611763,31.273224464799195,31.423808623813084,3.788933811318433,-0.15058415901388855,False,False,False,False,False,False,results/qcnet_batch/artifacts/0066f16d-cee1-44db-aa9d-aca38e9761f4.npz
00230ccd-4922-4f8c-b67f-ba70d0db22d3,79514,0.3350182771682739,2,40.67626449413668,40.19058872488509,40.06084239419795,0.4856757692515927,0.1297463306871407,False,False,False,False,False,False,results/qcnet_batch/artifacts/00230ccd-4922-4f8c-b67f-ba70d0db22d3.npz
0072a11c-c3f5-4d44-b4e1-04117bc4100b,5346,0.762125551700592,4,58.04761950890142,58.02484705911079,58.05828475908424,0.022772449790629423,-0.033437699973447366,False,False,False,False,False,False,results/qcnet_batch/artifacts/0072a11c-c3f5-4d44-b4e1-04117bc4100b.npz
001e7a56-f046-4f05-bd8f-ddf320079eae,128381,0.42282330989837646,0,70.51764305280915,70.49719445802393,70.49403905395825,0.020448594785221985,0.0031554040656800453,False,False,False,False,False,False,results/qcnet_batch/artifacts/001e7a56-f046-4f05-bd8f-ddf320079eae.npz
007471ae-7006-49ec-903d-a9465c4fa379,186690,0.2771211564540863,4,97.99853804875778,94.00835797674623,99.8881664717257,3.9901800720115546,-5.879808494979471,False,False,False,False,False,False,results/qcnet_batch/artifacts/007471ae-7006-49ec-903d-a9465c4fa379.npz
