scenario_id,target_actor_id,probability_threshold,eligible_mode_count,fallback_used,top1_mode,top1_probability,top1_min_distance,top1_brake,worst_case_mode,worst_case_probability,worst_case_min_distance,worst_case_brake,probability_aware_trigger_mode,probability_aware_trigger_probability,probability_aware_min_distance,probability_aware_brake,ground_truth_min_distance,ground_truth_near_miss,hidden_risk_detected,missed_worst_case_brake,artifact_path
00010486-9a07-48ae-b493-cf4545855937,77544,0.0,6,False,4,0.37310001254081726,17.12910776585952,False,0,0.011052454821765423,17.126779253743834,False,0,0.011052454821765423,17.126779253743834,False,17.137973409870547,False,False,False,results/qcnet_server_500/artifacts/00010486-9a07-48ae-b493-cf4545855937.npz
00010486-9a07-48ae-b493-cf4545855937,77544,0.001,6,False,4,0.37310001254081726,17.12910776585952,False,0,0.011052454821765423,17.126779253743834,False,0,0.011052454821765423,17.126779253743834,False,17.137973409870547,False,False,False,results/qcnet_server_500/artifacts/00010486-9a07-48ae-b493-cf4545855937.npz
00010486-9a07-48ae-b493-cf4545855937,77544,0.01,6,False,4,0.37310001254081726,17.12910776585952,False,0,0.011052454821765423,17.126779253743834,False,0,0.011052454821765423,17.126779253743834,False,17.137973409870547,False,False,False,results/qcnet_server_500/artifacts/00010486-9a07-48ae-b493-cf4545855937.npz
00010486-9a07-48ae-b493-cf4545855937,77544,0.03,5,False,4,0.37310001254081726,17.12910776585952,False,0,0.011052454821765423,17.126779253743834,False,2,0.09262921661138535,17.128577576414862,False,17.137973409870547,False,False,False,results/qcnet_server_500/artifacts/00010486-9a07-48ae-b493-cf4545855937.npz
00010486-9a07-48ae-b493-cf4545855937,77544,0.05,5,False,4,0.37310001254081726,17.12910776585952,False,0,0.011052454821765423,17.126779253743834,False,2,0.09262921661138535,17.128577576414862,False,17.137973409870547,False,False,False,results/qcnet_server_500/artifacts/00010486-9a07-48ae-b493-cf4545855937.npz
00010486-9a07-48ae-b493-cf4545855937,77544,0.1,3,False,4,0.37310001254081726,17.12910776585952,False,0,0.011052454821765423,17.126779253743834,False,1,0.23655498027801514,17.128580686917825,False,17.137973409870547,False,False,False,results/qcnet_server_500/artifacts/00010486-9a07-48ae-b493-cf4545855937.npz
00010486-9a07-48ae-b493-cf4545855937,77544,0.2,3,False,4,0.37310001254081726,17.12910776585952,False,0,0.011052454821765423,17.126779253743834,False,1,0.23655498027801514,17.128580686917825,False,17.137973409870547,False,False,False,results/qcnet_server_500/artifacts/00010486-9a07-48ae-b493-cf4545855937.npz
00010486-9a07-48ae-b493-cf4545855937,77544,0.3,1,False,4,0.37310001254081726,17.12910776585952,False,0,0.011052454821765423,17.126779253743834,False,4,0.37310001254081726,17.12910776585952,False,17.137973409870547,False,False,False,results/qcnet_server_500/artifacts/00010486-9a07-48ae-b493-cf4545855937.npz
00010486-9a07-48ae-b493-cf4545855937,77544,0.5,1,True,4,0.37310001254081726,17.12910776585952,False,0,0.011052454821765423,17.126779253743834,False,4,0.37310001254081726,17.12910776585952,False,17.137973409870547,False,False,False,results/qcnet_server_500/artifacts/00010486-9a07-48ae-b493-cf4545855937.npz
00062a32-8d6d-4449-9948-6fedac67bfcd,21361,0.0,6,False,3,0.3755086660385132,10.971450247782645,False,1,0.0924336314201355,10.96309097463087,False,1,0.0924336314201355,10.96309097463087,False,11.417657629336146,False,False,False,results/qcnet_server_500/artifacts/00062a32-8d6d-4449-9948-6fedac67bfcd.npz
00062a32-8d6d-4449-9948-6fedac67bfcd,21361,0.001,6,False,3,0.3755086660385132,10.971450247782645,False,1,0.0924336314201355,10.96309097463087,False,1,0.0924336314201355,10.96309097463087,False,11.417657629336146,False,False,False,results/qcnet_server_500/artifacts/00062a32-8d6d-4449-9948-6fedac67bfcd.npz
00062a32-8d6d-4449-9948-6fedac67bfcd,21361,0.01,6,False,3,0.3755086660385132,10.971450247782645,False,1,0.0924336314201355,10.96309097463087,False,1,0.0924336314201355,10.96309097463087,False,11.417657629336146,False,False,False,results/qcnet_server_500/artifacts/00062a32-8d6d-4449-9948-6fedac67bfcd.npz
00062a32-8d6d-4449-9948-6fedac67bfcd,21361,0.03,4,False,3,0.3755086660385132,10.971450247782645,False,1,0.0924336314201355,10.96309097463087,False,1,0.0924336314201355,10.96309097463087,False,11.417657629336146,False,False,False,results/qcnet_server_500/artifacts/00062a32-8d6d-4449-9948-6fedac67bfcd.npz
00062a32-8d6d-4449-9948-6fedac67bfcd,21361,0.05,4,False,3,0.3755086660385132,10.971450247782645,False,1,0.0924336314201355,10.96309097463087,False,1,0.0924336314201355,10.96309097463087,False,11.417657629336146,False,False,False,results/qcnet_server_500/artifacts/00062a32-8d6d-4449-9948-6fedac67bfcd.npz
00062a32-8d6d-4449-9948-6fedac67bfcd,21361,0.1,3,False,3,0.3755086660385132,10.971450247782645,False,1,0.0924336314201355,10.96309097463087,False,4,0.29355981945991516,10.96542539776361,False,11.417657629336146,False,False,False,results/qcnet_server_500/artifacts/00062a32-8d6d-4449-9948-6fedac67bfcd.npz
00062a32-8d6d-4449-9948-6fedac67bfcd,21361,0.2,2,False,3,0.3755086660385132,10.971450247782645,False,1,0.0924336314201355,10.96309097463087,False,4,0.29355981945991516,10.96542539776361,False,11.417657629336146,False,False,False,results/qcnet_server_500/artifacts/00062a32-8d6d-4449-9948-6fedac67bfcd.npz
00062a32-8d6d-4449-9948-6fedac67bfcd,21361,0.3,1,False,3,0.3755086660385132,10.971450247782645,False,1,0.0924336314201355,10.96309097463087,False,3,0.3755086660385132,10.971450247782645,False,11.417657629336146,False,False,False,results/qcnet_server_500/artifacts/00062a32-8d6d-4449-9948-6fedac67bfcd.npz
00062a32-8d6d-4449-9948-6fedac67bfcd,21361,0.5,1,True,3,0.3755086660385132,10.971450247782645,False,1,0.0924336314201355,10.96309097463087,False,3,0.3755086660385132,10.971450247782645,False,11.417657629336146,False,False,False,results/qcnet_server_500/artifacts/00062a32-8d6d-4449-9948-6fedac67bfcd.npz
0006ca28-fcbb-4ae2-9d9e-951fa3b41c1c,62021,0.0,6,False,2,0.4142049252986908,20.606983121211297,False,5,0.0016524242237210274,15.606332468210049,False,5,0.0016524242237210274,15.606332468210049,False,20.724609311727292,False,False,False,results/qcnet_server_500/artifacts/0006ca28-fcbb-4ae2-9d9e-951fa3b41c1c.npz
0006ca28-fcbb-4ae2-9d9e-951fa3b41c1c,62021,0.001,6,False,2,0.4142049252986908,20.606983121211297,False,5,0.0016524242237210274,15.606332468210049,False,5,0.0016524242237210274,15.606332468210049,False,20.724609311727292,False,False,False,results/qcnet_server_500/artifacts/0006ca28-fcbb-4ae2-9d9e-951fa3b41c1c.npz
0006ca28-fcbb-4ae2-9d9e-951fa3b41c1c,62021,0.01,5,False,2,0.4142049252986908,20.606983121211297,False,5,0.0016524242237210274,15.606332468210049,False,3,0.018632205203175545,18.64095803970127,False,20.724609311727292,False,False,False,results/qcnet_server_500/artifacts/0006ca28-fcbb-4ae2-9d9e-951fa3b41c1c.npz
0006ca28-fcbb-4ae2-9d9e-951fa3b41c1c,62021,0.03,4,False,2,0.4142049252986908,20.606983121211297,False,5,0.0016524242237210274,15.606332468210049,False,4,0.11785595118999481,19.634205855257708,False,20.724609311727292,False,False,False,results/qcnet_server_500/artifacts/0006ca28-fcbb-4ae2-9d9e-951fa3b41c1c.npz
0006ca28-fcbb-4ae2-9d9e-951fa3b41c1c,62021,0.05,4,False,2,0.4142049252986908,20.606983121211297,False,5,0.0016524242237210274,15.606332468210049,False,4,0.11785595118999481,19.634205855257708,False,20.724609311727292,False,False,False,results/qcnet_server_500/artifacts/0006ca28-fcbb-4ae2-9d9e-951fa3b41c1c.npz
0006ca28-fcbb-4ae2-9d9e-951fa3b41c1c,62021,0.1,3,False,2,0.4142049252986908,20.606983121211297,False,5,0.0016524242237210274,15.606332468210049,False,4,0.11785595118999481,19.634205855257708,False,20.724609311727292,False,False,False,results/qcnet_server_500/artifacts/0006ca28-fcbb-4ae2-9d9e-951fa3b41c1c.npz
0006ca28-fcbb-4ae2-9d9e-951fa3b41c1c,62021,0.2,2,False,2,0.4142049252986908,20.606983121211297,False,5,0.0016524242237210274,15.606332468210049,False,1,0.3782508075237274,20.335414711222246,False,20.724609311727292,False,False,False,results/qcnet_server_500/artifacts/0006ca28-fcbb-4ae2-9d9e-951fa3b41c1c.npz
0006ca28-fcbb-4ae2-9d9e-951fa3b41c1c,62021,0.3,2,False,2,0.4142049252986908,20.606983121211297,False,5,0.0016524242237210274,15.606332468210049,False,1,0.3782508075237274,20.335414711222246,False,20.724609311727292,False,False,False,results/qcnet_server_500/artifacts/0006ca28-fcbb-4ae2-9d9e-951fa3b41c1c.npz
0006ca28-fcbb-4ae2-9d9e-951fa3b41c1c,62021,0.5,1,True,2,0.4142049252986908,20.606983121211297,False,5,0.0016524242237210274,15.606332468210049,False,2,0.4142049252986908,20.606983121211297,False,20.724609311727292,False,False,False,results/qcnet_server_500/artifacts/0006ca28-fcbb-4ae2-9d9e-951fa3b41c1c.npz
0007df76-c9a2-47aa-83bf-3b2b414109c9,79739,0.0,6,False,4,0.2818062901496887,9.466077683197788,False,5,0.06522952020168304,9.465920961451571,False,5,0.06522952020168304,9.465920961451571,False,9.467472996304922,False,False,False,results/qcnet_server_500/artifacts/0007df76-c9a2-47aa-83bf-3b2b414109c9.npz
0007df76-c9a2-47aa-83bf-3b2b414109c9,79739,0.001,6,False,4,0.2818062901496887,9.466077683197788,False,5,0.06522952020168304,9.465920961451571,False,5,0.06522952020168304,9.465920961451571,False,9.467472996304922,False,False,False,results/qcnet_server_500/artifacts/0007df76-c9a2-47aa-83bf-3b2b414109c9.npz
0007df76-c9a2-47aa-83bf-3b2b414109c9,79739,0.01,6,False,4,0.2818062901496887,9.466077683197788,False,5,0.06522952020168304,9.465920961451571,False,5,0.06522952020168304,9.465920961451571,False,9.467472996304922,False,False,False,results/qcnet_server_500/artifacts/0007df76-c9a2-47aa-83bf-3b2b414109c9.npz
0007df76-c9a2-47aa-83bf-3b2b414109c9,79739,0.03,5,False,4,0.2818062901496887,9.466077683197788,False,5,0.06522952020168304,9.465920961451571,False,5,0.06522952020168304,9.465920961451571,False,9.467472996304922,False,False,False,results/qcnet_server_500/artifacts/0007df76-c9a2-47aa-83bf-3b2b414109c9.npz
0007df76-c9a2-47aa-83bf-3b2b414109c9,79739,0.05,5,False,4,0.2818062901496887,9.466077683197788,False,5,0.06522952020168304,9.465920961451571,False,5,0.06522952020168304,9.465920961451571,False,9.467472996304922,False,False,False,results/qcnet_server_500/artifacts/0007df76-c9a2-47aa-83bf-3b2b414109c9.npz
0007df76-c9a2-47aa-83bf-3b2b414109c9,79739,0.1,4,False,4,0.2818062901496887,9.466077683197788,False,5,0.06522952020168304,9.465920961451571,False,4,0.2818062901496887,9.466077683197788,False,9.467472996304922,False,False,False,results/qcnet_server_500/artifacts/0007df76-c9a2-47aa-83bf-3b2b414109c9.npz
0007df76-c9a2-47aa-83bf-3b2b414109c9,79739,0.2,3,False,4,0.2818062901496887,9.466077683197788,False,5,0.06522952020168304,9.465920961451571,False,4,0.2818062901496887,9.466077683197788,False,9.467472996304922,False,False,False,results/qcnet_server_500/artifacts/0007df76-c9a2-47aa-83bf-3b2b414109c9.npz
0007df76-c9a2-47aa-83bf-3b2b414109c9,79739,0.3,1,True,4,0.2818062901496887,9.466077683197788,False,5,0.06522952020168304,9.465920961451571,False,4,0.2818062901496887,9.466077683197788,False,9.467472996304922,False,False,False,results/qcnet_server_500/artifacts/0007df76-c9a2-47aa-83bf-3b2b414109c9.npz
0007df76-c9a2-47aa-83bf-3b2b414109c9,79739,0.5,1,True,4,0.2818062901496887,9.466077683197788,False,5,0.06522952020168304,9.465920961451571,False,4,0.2818062901496887,9.466077683197788,False,9.467472996304922,False,False,False,results/qcnet_server_500/artifacts/0007df76-c9a2-47aa-83bf-3b2b414109c9.npz
0015197d-b916-43b6-bcaa-8a7d90d7b87d,26943,0.0,6,False,2,0.6046013832092285,11.83605793696525,False,0,0.0012814232613891363,8.937446739339855,False,0,0.0012814232613891363,8.937446739339855,False,15.367578208782547,False,False,False,results/qcnet_server_500/artifacts/0015197d-b916-43b6-bcaa-8a7d90d7b87d.npz
0015197d-b916-43b6-bcaa-8a7d90d7b87d,26943,0.001,4,False,2,0.6046013832092285,11.83605793696525,False,0,0.0012814232613891363,8.937446739339855,False,0,0.0012814232613891363,8.937446739339855,False,15.367578208782547,False,False,False,results/qcnet_server_500/artifacts/0015197d-b916-43b6-bcaa-8a7d90d7b87d.npz
0015197d-b916-43b6-bcaa-8a7d90d7b87d,26943,0.01,3,False,2,0.6046013832092285,11.83605793696525,False,0,0.0012814232613891363,8.937446739339855,False,2,0.6046013832092285,11.83605793696525,False,15.367578208782547,False,False,False,results/qcnet_server_500/artifacts/0015197d-b916-43b6-bcaa-8a7d90d7b87d.npz
0015197d-b916-43b6-bcaa-8a7d90d7b87d,26943,0.03,3,False,2,0.6046013832092285,11.83605793696525,False,0,0.0012814232613891363,8.937446739339855,False,2,0.6046013832092285,11.83605793696525,False,15.367578208782547,False,False,False,results/qcnet_server_500/artifacts/0015197d-b916-43b6-bcaa-8a7d90d7b87d.npz
