scenario_id,target_actor_id,top1_probability,top1_mode,top1_min_distance,worst_case_min_distance,ground_truth_min_distance,multimodal_gap,prediction_gt_gap,top1_near_miss,multimodal_worst_case_near_miss,ground_truth_near_miss,top1_collision,multimodal_worst_case_collision,ground_truth_collision,artifact_path
02ea59b1-3aac-46cf-b3f7-0358aa842499,161081,0.3409978747367859,5,0.17683085623675635,0.17683085623675635,5.190488064241172,0.0,-5.013657208004416,True,True,False,True,True,False,results/qcnet_server_500/artifacts/02ea59b1-3aac-46cf-b3f7-0358aa842499.npz
022c5148-8d15-4429-b649-6e7dc3354dc8,48263,0.33046868443489075,1,1.961726712091453,0.2571923010072083,6.475963360693914,1.7045344110842446,-6.218771059686706,True,True,False,False,True,False,results/qcnet_server_500/artifacts/022c5148-8d15-4429-b649-6e7dc3354dc8.npz
032618a4-3f4b-456a-b575-17297fcc1ceb,30189,0.371775358915329,1,5.5032561008210905,0.2724839614382911,5.3229722084188476,5.2307721393827995,-5.0504882469805565,False,True,False,False,True,False,results/qcnet_server_500/artifacts/032618a4-3f4b-456a-b575-17297fcc1ceb.npz
03ea387c-b884-43e0-a6b4-071120cd08a2,57341,0.28468263149261475,4,6.717026955664675,0.2921155075894572,8.600663215471515,6.424911448075218,-8.308547707882058,False,True,False,False,True,False,results/qcnet_server_500/artifacts/03ea387c-b884-43e0-a6b4-071120cd08a2.npz
03f4e972-afbe-4d5b-8c74-2472e7f30029,18897,0.26003849506378174,1,6.45245854813372,0.3862011460700629,6.7699867134935845,6.066257402063657,-6.383785567423522,False,True,False,False,True,False,results/qcnet_server_500/artifacts/03f4e972-afbe-4d5b-8c74-2472e7f30029.npz
001749f1-bc1c-47fb-a13f-9ab1f2c050a8,7361,0.2648899257183075,1,3.3171304893715607,0.4480973718285185,3.40640844842747,2.8690331175430424,-2.9583110765989518,False,True,False,False,True,False,results/qcnet_server_500/artifacts/001749f1-bc1c-47fb-a13f-9ab1f2c050a8.npz
00f4189b-4296-4f07-a2b5-787c0db651ff,104998,0.32028982043266296,3,6.477689031909114,0.6453233417773275,7.196128509010138,5.832365690131787,-6.55080516723281,False,True,False,False,True,False,results/qcnet_server_500/artifacts/00f4189b-4296-4f07-a2b5-787c0db651ff.npz
0058ed53-93bf-42a7-9bba-6df3f6ce20f5,101932,0.29448485374450684,1,8.172944143023669,0.6458897924868424,9.283274718718223,7.527054350536826,-8.63738492623138,False,True,False,False,True,False,results/qcnet_server_500/artifacts/0058ed53-93bf-42a7-9bba-6df3f6ce20f5.npz
0181eaca-74f6-4478-865f-df2d20802041,60325,0.48019537329673767,2,0.6833686239930007,0.6833686239930007,14.568678449784795,0.0,-13.885309825791794,True,True,False,True,True,False,results/qcnet_server_500/artifacts/0181eaca-74f6-4478-865f-df2d20802041.npz
0299fdda-3967-47f6-9cfa-0a57869df3ff,157925,0.5293586254119873,2,4.1163356882654325,0.6915906901570137,6.846741183986631,3.4247449981084186,-6.155150493829617,False,True,False,False,True,False,results/qcnet_server_500/artifacts/0299fdda-3967-47f6-9cfa-0a57869df3ff.npz
0284deea-c47e-47c6-b949-13efe955b070,12061,0.3748815655708313,1,5.931802203573815,1.1510991949601779,5.936017700806525,4.780703008613637,-4.784918505846347,False,True,False,False,False,False,results/qcnet_server_500/artifacts/0284deea-c47e-47c6-b949-13efe955b070.npz
