scenario_id,target_actor_id,num_modes,top1_mode,top1_probability,top1_min_distance,worst_case_mode,worst_case_probability,worst_case_min_distance,ground_truth_min_distance,unsafe_mode_count,safety_threshold_m,unsafe_probability_mass,severity_weighted_risk,expected_distance_deficit_risk,top1_event,worst_case_event,ground_truth_event,probabilities,mode_min_distances
05993d6d-677d-4b49-834e-40eb484c07c3,10051,6,4,0.3685266971588135,22.680282101407318,5,0.10307149589061737,22.679551007539782,22.68424832736586,0,3.0,0.0,0.0,0.0,false,false,false,"[1.3803409046886372e-06, 0.2357601374387741, 0.034706320613622665, 0.25793394446372986, 0.3685266971588135, 0.10307149589061737]","[22.68296216476644, 22.681602064760334, 22.682136900089475, 22.680284536284457, 22.680282101407318, 22.679551007539782]"
059f2e75-a317-4d24-96bc-7552e31f6c44,27637,6,2,0.3370336592197418,18.770261233997346,2,0.3370336592197418,18.770261233997346,18.772723528941352,0,3.0,0.0,0.0,0.0,false,false,false,"[0.3120095729827881, 0.2771530747413635, 0.3370336592197418, 0.03524188697338104, 0.03714974224567413, 0.0014120434643700719]","[18.771487084006413, 18.774038183866995, 18.770261233997346, 18.77355406181671, 18.77369157172339, 18.77927088078581]"
05a0577c-8078-48ea-8467-9fbb9133cd17,36049,6,1,0.4787041246891022,15.245230849006493,0,0.000486541073769331,12.872150734465773,15.090824200019886,0,3.0,0.0,0.0,0.0,false,false,false,"[0.000486541073769331, 0.4787041246891022, 0.0859084352850914, 0.0677490159869194, 0.3671517074108124, 2.1961191976060945e-07]","[12.872150734465773, 15.245230849006493, 14.110724050963569, 17.66201852421067, 16.206031533138816, 19.010748647445833]"
05a2ec36-5651-4948-b3f4-314e866249a1,41389,6,1,0.48453056812286377,25.73037140235537,3,0.07026245445013046,25.724518733856524,25.72767375998387,0,3.0,0.0,0.0,0.0,false,false,false,"[0.0030650838743895292, 0.48453056812286377, 0.25469771027565, 0.07026245445013046, 0.18078167736530304, 0.006662524305284023]","[25.735244459509023, 25.73037140235537, 25.730366495988196, 25.724518733856524, 25.72769002357917, 25.72623712500149]"
05a40038-04ad-4e19-a368-b632d8a0c1b4,200128,6,2,0.30011552572250366,13.951295853854253,5,0.1266556978225708,13.603784364558715,13.874783478003065,0,3.0,0.0,0.0,0.0,false,false,false,"[0.019246475771069527, 0.24524331092834473, 0.30011552572250366, 0.033872101455926895, 0.27486687898635864, 0.1266556978225708]","[17.26118723618632, 13.959520701159551, 13.951295853854253, 13.749274456222203, 13.68949816070391, 13.603784364558715]"
05b49092-4251-49aa-88a3-142942c726fc,24695,6,2,0.3319436013698578,10.908617973123162,5,0.02412944845855236,0.5664115116269619,10.90629907995947,1,3.0,0.02412944845855236,0.058721147999523576,0.019573715999841194,false,true,false,"[0.177109032869339, 0.30912187695503235, 0.3319436013698578, 0.05120720714330673, 0.10648880898952484, 0.02412944845855236]","[10.911874968313914, 10.903321427696707, 10.908617973123162, 5.422428707464919, 9.535636517823487, 0.5664115116269619]"
05c104fb-7bc9-43c6-9a84-d92ccc976933,19484,6,2,0.35566994547843933,12.946666347452995,1,0.25554874539375305,12.117751779213048,12.668720894692123,0,3.0,0.0,0.0,0.0,false,false,false,"[0.08915334194898605, 0.25554874539375305, 0.35566994547843933, 0.13087715208530426, 0.15630270540714264, 0.012448080815374851]","[12.40501185816087, 12.117751779213048, 12.946666347452995, 13.504357672758044, 12.818472038563257, 13.518827379250373]"
05c40925-412e-4f07-a040-0bcbce8d6636,111557,6,4,0.2417542040348053,27.64015947121934,5,0.07238022238016129,24.96469025549488,27.233358672685434,0,3.0,0.0,0.0,0.0,false,false,false,"[0.100009486079216, 0.23767781257629395, 0.15563267469406128, 0.19254566729068756, 0.2417542040348053, 0.07238022238016129]","[28.115951410105875, 28.01627497843528, 28.082749890255066, 26.55515925406983, 27.64015947121934, 24.96469025549488]"
05ca6587-2b44-434f-8afc-66cb051e0dac,85599,6,1,0.2642969489097595,28.8537375536431,5,0.07921673357486725,24.609323256907487,27.414676010385286,0,3.0,0.0,0.0,0.0,false,false,false,"[0.03298065438866615, 0.2642969489097595, 0.19811740517616272, 0.19046716392040253, 0.23492105305194855, 0.07921673357486725]","[28.860665541885425, 28.8537375536431, 28.85964547770449, 27.31737119153295, 28.815030010672103, 24.609323256907487]"
05cafb77-d787-447f-ae22-d23992fda397,551,6,5,0.2634347379207611,4.580129256730674,5,0.2634347379207611,4.580129256730674,3.435512414091737,0,3.0,0.0,0.0,0.0,false,false,false,"[0.06214096397161484, 0.22638028860092163, 0.19208964705467224, 0.10124648362398148, 0.1547078639268875, 0.2634347379207611]","[14.170576152650458, 14.153083621500514, 14.176048556425258, 6.877751789140979, 11.296781844409015, 4.580129256730674]"
05d3d922-51b6-4ed3-a66e-aaef80f9645d,63484,6,2,0.2884361743927002,15.424095042811299,0,0.09533025324344635,15.156186771260934,15.434614244330353,0,3.0,0.0,0.0,0.0,false,false,false,"[0.09533025324344635, 0.046116024255752563, 0.2884361743927002, 0.12561017274856567, 0.24377687275409698, 0.20073050260543823]","[15.156186771260934, 15.166591817075965, 15.424095042811299, 15.434164436890546, 15.432598160590349, 15.435433864360814]"
05d74091-6e10-4c7a-ad7a-37ea19563f62,44389,6,4,0.3516494035720825,18.362705353951277,0,0.002523048548027873,9.81982310190157,18.361537215559224,0,3.0,0.0,0.0,0.0,false,false,false,"[0.002523048548027873, 0.2649822533130646, 0.011102749034762383, 0.2559167742729187, 0.3516494035720825, 0.11382582783699036]","[9.81982310190157, 16.904638019647667, 14.806343796334518, 18.36786422807245, 18.362705353951277, 18.375752677309787]"
