scenario_id,target_actor_id,top1_probability,top1_mode,top1_min_distance,worst_case_min_distance,ground_truth_min_distance,multimodal_gap,prediction_gt_gap,top1_near_miss,multimodal_worst_case_near_miss,ground_truth_near_miss,top1_collision,multimodal_worst_case_collision,ground_truth_collision,artifact_path
450a816f-3a5a-4de5-b19f-2a59cc60144f,154740,0.9857953786849976,0,6.0762964985083014,0.015398288116427225,6.784222375857075,6.0608982103918745,-6.768824087740648,False,True,False,False,True,False,results/qcnet_server_10000/artifacts/450a816f-3a5a-4de5-b19f-2a59cc60144f.npz
c71b9b93-ecaf-4a47-959b-d4fc369d8535,208771,0.518040120601654,3,0.12988562329914985,0.02512204732791898,7.451407273162646,0.10476357597123087,-7.426285225834727,True,True,False,True,True,False,results/qcnet_server_10000/artifacts/c71b9b93-ecaf-4a47-959b-d4fc369d8535.npz
549294d7-c756-47af-b261-094a329eb11c,267502,0.7817239761352539,0,10.072164991052478,0.030568317195158106,8.471957612769351,10.04159667385732,-8.441389295574194,False,True,False,False,True,False,results/qcnet_server_10000/artifacts/549294d7-c756-47af-b261-094a329eb11c.npz
4be5a4e1-5124-4eff-bd1a-657745b1239f,9506,0.3076515197753906,2,8.89830113123352,0.03934511233009541,7.778949405128289,8.858956018903424,-7.739604292798194,False,True,False,False,True,False,results/qcnet_server_10000/artifacts/4be5a4e1-5124-4eff-bd1a-657745b1239f.npz
36a57639-a3b0-48ab-a659-a0ed02f9fcf0,99464,0.36250337958335876,4,4.639445158098932,0.040578052096178374,4.867196470347262,4.598867106002754,-4.826618418251084,False,True,False,False,True,False,results/qcnet_server_10000/artifacts/36a57639-a3b0-48ab-a659-a0ed02f9fcf0.npz
783a96ca-4601-4497-91d1-6b049ead1ef7,85615,0.24224860966205597,4,0.12332435478186514,0.06751547759591105,12.712935910880592,0.05580887718595409,-12.64542043328468,True,True,False,True,True,False,results/qcnet_server_10000/artifacts/783a96ca-4601-4497-91d1-6b049ead1ef7.npz
816b4523-1548-4407-9e2d-ab53f23406cd,8527,0.9999992847442627,0,5.2216427032833215,0.07098784890765039,5.209857681523959,5.150654854375671,-5.138869832616308,False,True,False,False,True,False,results/qcnet_server_10000/artifacts/816b4523-1548-4407-9e2d-ab53f23406cd.npz
08129731-ca5f-4115-98f7-6ffd02da9bbf,110425,0.26401618123054504,2,6.679191562021573,0.07184540512481524,6.907713501985991,6.6073461568967575,-6.835868096861176,False,True,False,False,True,False,results/qcnet_server_10000/artifacts/08129731-ca5f-4115-98f7-6ffd02da9bbf.npz
f5da9ee5-4775-49e6-9dea-1c85b9cfc624,15556,0.24957360327243805,3,3.301041135770868,0.07185909261065308,5.78020873100411,3.2291820431602147,-5.708349638393456,False,True,False,False,True,False,results/qcnet_server_10000/artifacts/f5da9ee5-4775-49e6-9dea-1c85b9cfc624.npz
6ef86125-8a12-4b2b-84bf-98825304a007,16988,0.3936285972595215,2,4.674937574459397,0.0782235953933021,6.221654748215491,4.596713979066095,-6.143431152822189,False,True,False,False,True,False,results/qcnet_server_10000/artifacts/6ef86125-8a12-4b2b-84bf-98825304a007.npz
82c0972a-feb9-4dba-9d6c-dc32bc80e924,164695,0.47113466262817383,2,3.6879968167073263,0.08786663151773128,5.726022948624892,3.600130185189595,-5.6381563171071605,False,True,False,False,True,False,results/qcnet_server_10000/artifacts/82c0972a-feb9-4dba-9d6c-dc32bc80e924.npz
53675f9b-8612-47e7-9502-a6e7265b100f,122615,0.33439743518829346,2,3.5700529993354606,0.08968471881661384,5.2653832139555465,3.4803682805188467,-5.175698495138933,False,True,False,False,True,False,results/qcnet_server_10000/artifacts/53675f9b-8612-47e7-9502-a6e7265b100f.npz
bea777a3-7a7b-4997-9f89-e6ead9a46de5,6704,0.46009036898612976,1,5.885331728977811,0.09398248773647556,5.8859833977582925,5.791349241241336,-5.792000910021817,False,True,False,False,True,False,results/qcnet_server_10000/artifacts/bea777a3-7a7b-4997-9f89-e6ead9a46de5.npz
bd8c8d05-432e-4018-b790-69beb42e8c2c,8844,0.3726932406425476,4,0.12686764700492945,0.09734447301409362,5.422980907566255,0.02952317399083583,-5.325636434552162,True,True,False,True,True,False,results/qcnet_server_10000/artifacts/bd8c8d05-432e-4018-b790-69beb42e8c2c.npz
23d9d1b1-76b3-4102-be41-0e31fc1f185d,14072,0.9794731736183167,0,6.529019120790315,0.09951029318854392,6.528104701222899,6.429508827601771,-6.428594408034355,False,True,False,False,True,False,results/qcnet_server_10000/artifacts/23d9d1b1-76b3-4102-be41-0e31fc1f185d.npz
e1b0c452-20c2-4233-8b3b-e9082307663b,66728,0.3892280161380768,4,2.163042499459139,0.09982217236150846,5.97097469731721,2.0632203270976306,-5.8711525249557015,True,True,False,False,True,False,results/qcnet_server_10000/artifacts/e1b0c452-20c2-4233-8b3b-e9082307663b.npz
14c24cff-9175-41d7-b86d-8a6201c5c1b6,219128,0.39400166273117065,3,0.11283170769691135,0.1100534203048789,7.589493655670426,0.0027782873920324525,-7.479440235365548,True,True,False,True,True,False,results/qcnet_server_10000/artifacts/14c24cff-9175-41d7-b86d-8a6201c5c1b6.npz
d394fc05-f28c-46f5-af03-fd4ea7da23ba,18271,0.43147170543670654,2,1.505004739246954,0.11272848027944526,7.114610307976527,1.3922762589675088,-7.001881827697082,True,True,False,False,True,False,results/qcnet_server_10000/artifacts/d394fc05-f28c-46f5-af03-fd4ea7da23ba.npz
310b62d2-1b2a-4d2e-b324-7f3d2905002e,42720,0.4727505147457123,2,6.484097270303335,0.11700584319187467,2.7722398730938105,6.36709142711146,-2.6552340299019357,False,True,True,False,True,False,results/qcnet_server_10000/artifacts/310b62d2-1b2a-4d2e-b324-7f3d2905002e.npz
